playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,1B,PA,BA,OBP,TB,SLG,OPS,ISO,BB%,K%,BB/K,BAPIP,SB%,Weighted162Factor,Weight,Height,yearID
beltrca01,130,480,0,130,0,0,20,70,0,0,40,80,0,0,0,10,10,0,530,0,0,0,0,0,0,0,0,0,0,0,20,220,10,2015-01-01
benesal01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,2000-01-01
bentoru01,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,10,2014-01-01
bluejji01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2016-01-01
bourju01,0,280,0,70,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,260,10,2016-01-01
boydma01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,2016-01-01
bradlbi01,0,550,0,0,0,0,0,0,20,0,30,0,0,10,60,0,0,100,650,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008-01-01
bumgama01,0,70,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,250,10,2014-01-01
burnsbi01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008-01-01
burrebr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2011-01-01
bushdo01,0,550,70,120,0,10,0,0,20,0,80,0,0,0,30,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,140,10,2016-01-01
callami01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,2004-01-01
casanra01,0,60,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,200,10,2008-01-01
castrju01,100,0,30,0,10,0,0,0,0,0,10,50,0,0,0,0,10,0,260,0,0,70,0,0,0,0,0,0,0,0,0,190,10,2001-01-01
castrmi01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,2015-01-01
chacijh01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2010-01-01
chancfr01,110,380,60,0,0,0,0,50,40,0,0,0,0,10,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,10,190,10,2007-01-01
chanees01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2013-01-01
clingbi01,50,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,10,150,10,2000-01-01
clippty01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2010-01-01
colembo01,70,150,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,2014-01-01
condrcl01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2006-01-01
cookde01,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2000-01-01
cormila01,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2009-01-01
cotahu01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,2007-01-01
covelha01,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2010-01-01
crossla01,140,0,60,160,0,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,10,160,10,2003-01-01
daleyma01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2011-01-01
danksjo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2011-01-01
davenda01,60,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,220,10,2016-01-01
davieky01,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,210,10,2007-01-01
davisik02,150,520,70,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,600,0,0,230,0,0,0,0,0,0,0,0,0,220,10,2010-01-01
delahji01,120,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,170,10,2006-01-01
dempsry01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,2012-01-01
dicksja01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,2000-01-01
donnebr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2007-01-01
doolami01,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,10,2016-01-01
drewti01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2001-01-01
duvalad01,0,550,0,0,0,10,30,0,0,0,40,0,0,10,0,0,0,60,0,0,0,280,0,0,0,0,0,0,0,0,0,220,10,2016-01-01
edmonji01,0,360,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,190,10,2007-01-01
evereca01,140,490,60,0,20,0,20,90,0,0,0,0,0,0,0,0,0,0,550,0,0,210,0,0,0,0,0,0,0,0,0,180,10,2005-01-01
fieldth01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2013-01-01
finlech01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2002-01-01
foxma01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,2010-01-01
francje01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2011-01-01
gagneer01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2007-01-01
ganlebo01,150,0,60,130,0,0,0,0,0,0,40,0,0,0,50,0,0,100,0,0,0,170,0,0,0,0,0,0,0,0,0,0,10,2008-01-01
garciav01,50,170,0,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2014-01-01
gonzaal02,150,560,60,0,0,0,20,60,0,0,0,130,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2011-01-01
gordoto01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,10,2009-01-01
gracema01,120,0,40,0,20,0,0,50,0,0,50,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,2002-01-01
granted01,0,0,10,20,0,0,0,0,0,0,10,10,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,10,0,10,2013-01-01
graydo01,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,160,10,2010-01-01
griffke02,0,430,0,0,20,0,0,70,0,0,0,0,10,0,0,0,10,0,470,0,0,210,0,0,0,0,0,0,0,0,0,200,10,2006-01-01
harledi01,100,390,0,90,10,0,0,0,30,0,0,0,0,10,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,160,10,2003-01-01
hemphch01,150,0,70,160,20,0,0,0,0,0,50,0,0,0,20,0,0,130,680,0,0,0,0,0,0,0,0,0,0,0,0,160,10,2007-01-01
hermadu01,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,2000-01-01
hessmmi01,0,60,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,2010-01-01
holadbr01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2013-01-01
huntene01,0,210,0,50,10,0,0,0,10,0,0,0,0,0,10,0,0,40,0,0,0,80,0,0,0,0,0,0,0,0,0,180,10,2011-01-01
izturce01,0,470,0,0,0,0,0,0,0,0,20,50,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,10,180,10,2010-01-01
jennija01,0,70,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2004-01-01
johnsra01,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2014-01-01
johnsty01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2006-01-01
jonesad01,0,0,0,0,0,0,20,70,0,0,0,0,0,10,0,0,10,90,520,0,0,220,0,0,0,0,0,0,0,0,0,0,10,2009-01-01
jonesan01,160,0,0,160,30,0,40,120,0,0,50,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2003-01-01
jonesfi01,140,0,100,0,20,0,0,0,0,0,60,0,0,0,0,0,0,0,610,0,0,200,0,0,0,0,0,0,0,0,10,180,10,2002-01-01
keatira01,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2014-01-01
kiescro01,0,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,2014-01-01
killere01,0,340,0,0,20,0,0,20,0,0,0,0,0,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,10,2010-01-01
kommefr01,20,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,2014-01-01
koneted01,140,520,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2010-01-01
lairdge01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2015-01-01
leewa01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,250,0,0,60,0,0,0,0,0,0,0,0,0,0,10,2003-01-01
lewisdu01,0,510,50,0,40,10,0,80,0,0,60,0,0,0,20,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,160,10,2014-01-01
linebsc01,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2009-01-01
lopezal02,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,10,2003-01-01
maddugr01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008-01-01
mathisc01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2011-01-01
maurebr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2014-01-01
mcanupa01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,220,10,2006-01-01
mccarbi02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2006-01-01
mccarbr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2012-01-01
mcgeeja01,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,10,2016-01-01
mcginjo01,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008-01-01
mckiran01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2015-01-01
mclouna01,150,600,110,0,0,0,30,0,0,0,0,90,0,0,0,10,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008-01-01
merckke01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2008-01-01
mesorde01,20,40,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,220,10,2015-01-01
micelda01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2001-01-01
middlwi01,80,0,20,0,10,0,0,0,0,0,0,60,0,0,0,0,0,40,0,0,0,90,0,0,0,0,0,0,0,0,0,220,10,2015-01-01
mitchmi01,0,0,0,0,10,10,0,80,0,0,0,40,0,0,20,0,0,120,610,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2012-01-01
molinbe01,120,430,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,10,190,10,2002-01-01
morrima01,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,210,10,2007-01-01
mowremi01,0,0,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10,2012-01-01
mulhote01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2001-01-01
murtoma01,0,0,0,0,0,0,10,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,2005-01-01
mussimi01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2001-01-01
myersha01,120,340,60,0,0,0,0,0,0,0,0,0,0,0,30,0,0,90,400,0,0,110,0,0,0,0,0,0,0,0,0,0,10,2015-01-01
nichtch01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2000-01-01
olivejo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2001-01-01
oroscje01,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2003-01-01
osorifr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,10,2007-01-01
owingmi01,40,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,220,10,2007-01-01
parnebo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2011-01-01
parrage01,0,460,0,0,20,10,0,0,0,0,20,90,0,0,0,10,20,100,0,0,0,0,0,0,0,0,0,0,0,0,10,210,10,2009-01-01
pegueja01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008-01-01
piersch01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2001-01-01
pomerst01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2012-01-01
ramoswi01,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2010-01-01
redditi01,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,0,230,10,2008-01-01
roberda01,150,0,90,0,0,0,10,0,20,20,10,0,0,0,0,0,0,140,620,0,0,250,0,0,0,0,0,0,0,0,0,190,10,2016-01-01
rodrise01,0,220,20,60,10,0,0,0,0,0,0,60,0,0,0,0,0,0,240,0,0,80,0,0,0,0,0,0,0,0,10,200,10,2015-01-01
roenijo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2008-01-01
rosalad01,0,100,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,2012-01-01
sanchan02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2013-01-01
sanchdu01,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2006-01-01
segurje01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2012-01-01
shoppke01,0,140,20,40,10,0,0,0,0,0,0,60,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,220,10,2012-01-01
smithha03,0,180,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,40,0,0,0,0,0,0,0,0,0,160,10,2002-01-01
speaktr01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2007-01-01
spoonti01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2003-01-01
stangda01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,10,2010-01-01
stephga01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2002-01-01
stewash01,0,0,70,150,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2005-01-01
sweenbi02,0,190,0,50,0,0,0,0,0,0,20,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2007-01-01
tarasto01,0,100,0,20,0,0,10,20,0,0,10,10,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2002-01-01
tatumcr01,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2009-01-01
tekotbl01,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,0,10,2011-01-01
valenjo04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2004-01-01
wakefho01,80,0,20,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2006-01-01
weathda01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2003-01-01
weaveje01,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2001-01-01
weaveje02,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2011-01-01
wellsja02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2008-01-01
wengedo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2001-01-01
westse01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,10,2010-01-01
wilsoja02,160,0,60,0,0,10,10,50,0,0,30,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10,2005-01-01
winnra01,0,0,0,150,0,0,10,60,10,0,0,0,0,10,0,0,0,0,640,0,0,230,0,0,0,0,0,0,0,0,0,0,10,2006-01-01
wolfepo01,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,170,10,2014-01-01
younger01,0,140,20,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,160,0,0,50,0,0,0,0,0,0,0,0,0,0,10,2005-01-01
younger03,90,370,50,90,20,0,0,0,0,10,0,70,0,0,0,0,0,0,420,0,0,120,0,0,0,0,0,0,0,0,0,0,10,2013-01-01
zambrvi01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,190,10,2004-01-01
zaungr01,0,0,40,80,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,10,2007-01-01
zinngu01,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,30,150,0,0,60,0,0,0,0,0,0,0,0,0,0,10,2013-01-01
